,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
2703,3,0,0,0,4,3,0,0,0,4,1,0,0,0,5,0,1,1,1,0,0,5,1,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,5,0,0,2,0,5,5,5,0,0,3,2,1,3,2,2,0,0,3,0,3,0,2,0,3,0,0,0,5,4,5,2,0,5,0,0,0,3,0,0,1,0,0,0,3,1,4,0,4,5,0,4,0,0,0,0,0,5,0,2,3,2,0,0,0,0,0,0,1,0,0,0,3,0,5,0,2,0,0,1,3,1,2,3,0,5,0,0,4,3,0,0,0,0,5,0,0,0,5,4,5,0,0,0,4,2,2,0,1,0,0,3
2704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,5,1,0,0,1,0,0,3,0,5,0,0,0,5,2,0,5,0,0,1,0,1,0,5,0,1,4,0,0,0,0,1,5,0,0,0,0,0,5,4,1,2,3,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,2,0,0,3,2,1,2,2,5,4,0,1,3,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,4,2,4,0,5,0,0,0,0,2,4,0,0,5,0,0,0,5,0,0,3,3,2,3,4,0,0,0,0,0,5,0,4,5,0,0,0,4,0,0,0,0,0,0
2705,0,0,0,0,4,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
2706,0,0,0,0,0,5,0,2,4,2,0,0,3,3,0,2,5,0,0,1,5,1,1,3,0,4,0,5,1,2,0,5,0,0,0,0,5,0,0,0,0,0,3,0,2,3,1,0,0,3,0,4,4,0,0,1,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1,4,1,0,0,0,0,5,0,0,0,1,0,0,0,5,0,3,5,0,3,0,3,1,0,4,4,0,3,2,0,0,3,0,0,2,0,0,0,0,3,0,0,0,5,0,0,0,5,4,0,0,2,0,5,0,0,1,2,0,4,0,4,4,0,0,0,0,1,0,0
2707,5,0,4,5,5,1,0,1,0,0,4,5,4,1,3,0,1,0,4,5,0,0,0,0,1,1,1,0,5,3,0,0,3,0,0,2,0,5,0,0,4,5,1,0,0,4,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,2,2,0,4,0,0,4,1,2,0,3,0,3,0,2,5,0,0,0,0,0,0,5,0,0,0,0,4,3,4,0,0,4,0,0,0,0,0,5,5,0,0,1,0,4,0,0,5,0,1,0,1,0,5,4,0,0,0,2,0,0,5,1,1,3,5,0,0,4,2,3,2,0,1,0,0,0,5,0,1,0
2708,2,5,0,3,0,2,0,0,1,0,4,4,3,0,0,5,0,0,0,5,3,4,0,5,0,5,0,0,3,3,0,0,4,0,0,4,5,4,3,0,1,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,2,0,1,4,0,1,0,0,0,1,0,5,0,0,1,3,0,0,1,2,0,0,0,0,0,0,1,0,2,5,0,2,0,0,0,0,4,5,2,0,0,2,0,2,1,0,0,3,2,0,0,0,0,2,4,4,0,1,3,3,0,5,4,0,0,3,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,4,3,2,0,4,3
2709,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,1,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,5,0,0,0,0,2,2,1,4,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,5,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,2,0,3,0,0,4,0,0,0
2710,0,0,0,4,0,0,0,2,0,5,1,4,0,0,0,1,2,2,1,3,3,2,0,0,0,0,0,4,0,4,1,2,0,0,5,0,0,0,0,5,2,2,1,2,0,0,0,5,4,0,3,0,0,5,0,0,0,1,5,5,2,0,1,2,0,5,2,1,2,0,0,0,1,0,4,0,5,1,0,3,1,0,3,0,2,0,1,0,2,0,1,0,0,0,1,3,0,2,5,0,5,2,2,5,4,5,5,0,0,1,0,1,0,0,0,3,2,0,3,2,5,0,1,1,0,0,0,3,4,5,4,0,0,3,0,4,0,0,0,4,2,3,0,0,0,0,0,4,0,3
2711,0,0,4,0,1,0,0,0,0,4,3,0,3,4,0,0,2,0,0,0,0,0,5,2,1,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0,4,0,0,0,0,0,0,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,5,0,3,1,3,0,4,0,0,0,5,1,0,0,1,2,0,0,0,0,2,0,0,0,0,5,4,0,1,0,1,0,1,1,0,0,0
2712,5,5,0,0,0,2,0,1,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,3,4,0,4,0,0,5,0,1,0,1,0,0,0,4,2,1,0,0,3,0,0,0,1,0,0,3,4,0,0,0,0,0,0,4,0,5,4,0,4,0,1,0,4,0,3,2,1,2,0,1,2,0,2,0,0,0,0,2,0,3,0,1,3,2,0,2,5,0,0,0,0,0,0,0,0,0,2,1,0,3,0,3,1,0,0,0,0,0
2713,0,0,0,5,0,0,2,0,0,0,5,0,0,0,4,0,0,0,3,0,0,1,0,2,2,2,4,0,0,0,2,4,4,5,0,4,0,0,2,0,1,0,0,0,2,0,0,5,5,0,0,0,2,0,2,3,0,5,0,0,0,0,0,4,4,4,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,2,0,2,0,2,0,5,0,1,4,4,4,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,4,4,0,4,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,5,5,2,0,3,0,0,5,0
2714,1,5,4,0,2,2,1,0,0,0,0,3,3,0,2,0,5,0,0,5,0,0,0,2,0,4,0,0,0,4,3,5,1,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,5,4,0,0,0,1,0,0,2,0,5,5,0,1,0,3,3,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,0,0,4,0,0,0,1,1,0
2715,0,1,4,0,0,5,4,0,0,0,0,0,0,0,2,1,4,0,0,5,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,5,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,4,5,0,4,0,0
2716,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,3,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,5,0,5,0,0,0,0
2717,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,4,0,5,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,2,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
2718,3,4,1,0,3,0,0,3,0,0,4,0,3,0,0,2,0,0,4,0,0,0,2,0,2,0,0,0,0,2,4,0,3,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,0,4,5,0,0,2,3,4,0,0,1,3,0,1,0,0,5,2,0,4,0,0,0,0,2,0,0,5,0,4,4,4,0,0,0,1,1,0,0,5,0,2,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,4,5,5,2,3,1,5,0,4,0,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4
2719,0,1,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,5,0,4,4,1,0,0,1,4,3,0,0,0,1,4,0,2,0,0,3,2,4,5,0,3,0,0,2,2,5,0,0,5,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,2,2,1,4,0,0,0,0,0,0,4,3,0,5,0,4,1,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,3,1,4,4,2,0,5,0,0,0,0,5,0,2,5,0,1,2,3,0,3,0,0,2,0,2,0,0,5,0,0,0,5,0,3,0,0,0,0,0,1,0,0,2,2,5,0
2720,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,3,2,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,1,0,5,0,0,5,0,0,4,0,0,3,0,0,0,5,1,3,5,0,0,3,4,0,1,0,2,0,0,5,0,0,0,2,0,5,0,5,0,2,0,0,3,5,3,5,1,2,0,0,5,0,0,2,3,0,0,2,0,3,0,2,0,0,0,0,3,1,0,0,0,0,0,3,4,1,2,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,2,0,5,0,2,0,3,5,0,0,0,0,5,0,0,0,0,0,2,0,3,1,2,0,0,2,0,0,4,1
2722,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,5,0,0,2,2,0,0,1,0,0,0,2,0,5,0,0,0,0,0,2,0,4,0,0,1,0,3,0,0,4,0,0,0,2,0,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,3,0,2,5,0,0,0,5
2723,4,5,0,4,5,0,2,3,0,5,0,4,0,0,0,4,4,2,1,0,1,3,0,0,0,0,0,1,0,5,2,0,0,3,0,4,2,0,5,0,0,1,0,0,0,0,5,0,2,0,4,0,5,3,5,4,4,0,0,3,2,0,1,0,5,3,0,0,0,5,0,0,0,0,0,4,0,0,2,0,2,5,0,0,0,0,0,0,2,4,1,5,0,2,0,0,0,2,5,0,0,0,3,0,0,0,4,0,2,2,3,0,0,0,2,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,1,3,5,1,0,1,0,0,0,0,0,1,0,2,3,0,0
2724,2,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,4,0,0,2,0,0,1,1,0,0,0,5,1,1,0,2,4,0,0,4,2,4,0,0,5,2,3,2,0,0,3,0,5,3,0,1,0,0,0,0,0,0,0,3,0,0,0,3,2,0,5,3,0,0,5,4,0,0,1,1,1,5,5,2,5,2,3,0,0,3,0,0,0,2,2,1,3,0,0,4,3,2,0,4,5,3,0,0,4,0,0,0,0,0,5,0,5,0,0,0,2,0,3,0,2,3,0,0,0,0,3,3,0,3,5,0,0,1,0,0,4,1,4,2,5,2,1,1
2725,0,0,0,0,5,0,0,4,0,0,2,0,0,5,0,2,0,0,2,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,5,4,0,0,2,0,3,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,2,0,3,1,0,2,0,0,0,3,0,4,3,0,2,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,1,0,3,4,0,0,0,0
2726,0,0,0,0,4,0,2,0,2,5,0,0,3,4,0,0,4,0,0,5,0,0,4,0,0,4,5,3,0,0,0,4,0,3,0,0,0,2,5,0,0,5,0,0,2,0,4,0,4,2,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,3,0,5,0,0,0,0,4,0,5,5,2,0,0,0,0,4,2,4,0,0,0,0,0,1,1,0,0,2,0,4,2,1,0,0,2,0,0,0,1,0,5,0,1,0,1,3,0,2,0,0,0,0,1,0,0,3,4,1,2,0,3,0,3,0,0,0,0,0,0,2,1,5,0,0,0,4,0,3,2
2727,0,0,0,0,3,0,0,0,0,0,4,5,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,4,0,3,0,1,0,5,2,5,4,0,3,0,0,0,0,0,5,0,4,5,3,0,0,2,2,0,4,2,2,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,1,5,0,0,3,5,3,0,2,0,4,3,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,3,0,0,0,4,0,0,0,0,0,1,0,3,0,2,5,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4
2728,4,0,0,1,0,5,0,0,0,5,0,3,0,0,5,0,0,0,0,2,0,0,4,2,4,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,0,2,0,0,0,0,5,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,2,1,0
2729,0,0,3,0,4,1,0,0,3,0,0,3,0,3,0,0,0,4,3,0,0,0,4,3,2,4,0,4,0,2,5,5,0,0,5,0,0,0,0,0,0,5,1,5,2,0,0,4,0,0,0,0,2,0,2,0,0,0,5,0,4,0,4,0,0,5,2,0,0,4,4,3,0,4,0,2,0,2,5,0,0,4,0,2,0,0,0,0,3,0,0,1,0,4,0,4,2,2,0,0,0,3,0,0,0,1,1,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,2,0,0,1,0,2,2,0,4,0,0,1,3,2,3,1,0,5,1,0
2730,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,4,0,2,3,0,5,0,0,0,5,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2731,4,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,5,0,5,0,4,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,4,1,2,4,0,0,3,0,0,0,5,0,4,0,0,1,0,4,5,1,1,4,0,1,4,2,1,1,0,0,0,0,2,0,3,0,4,0,5,0,0,0,3,1,0,5,0,0,1,2,0,0,4,0,0,1,0,1,5,0,3,0,0,0,0,0,0,0,5,0,0,5,5,0,1,0,0,0,0,4,0,4,1,1,4,0,0,4,0,0,0,0,5
2732,0,5,0,0,0,0,4,0,5,5,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,3,1,2,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,5,0,0,2,0,0,3,0,0,5,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3
2733,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,4,0
2734,3,0,0,3,0,0,4,0,2,2,0,4,0,5,1,1,0,0,1,3,0,0,0,1,2,0,3,4,2,1,1,0,0,4,0,0,5,5,0,3,1,3,0,1,4,4,0,0,5,0,0,0,0,2,4,0,0,2,0,0,0,4,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,4,0,0,0,4,0,0,1,3,1,3,3,0,0,0,4,0,0,0,2,5,0,1,0,0,0,0,5,4,0,5,0,4,5,0,0,2,0,5,0,3,1,0,3,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,5,2,0,4,0,4,4,3,3,5,0
2735,2,3,2,0,4,2,0,0,0,5,1,1,1,0,0,0,0,5,4,5,0,4,3,0,4,4,2,0,0,0,4,0,0,0,0,1,1,4,0,0,3,0,1,2,0,0,0,0,4,5,5,0,0,0,2,2,0,0,0,5,0,5,5,2,0,5,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,1,0,2,0,4,0,0,3,0,4,0,0,1,0,3,1,0,3,3,0,2,0,0,0,0,0,4,1,0,5,0,2,0,0,5,0,0,4,0,3,0,0,2,3,0,3,3,0,2,3,1,3,4,4,3,1,2,0,5,2,3,5,0,0,0,0,0
2736,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,5,0,4,0,0,0,0,1,2,0,0,0,0,4,0,0,0,4,0,0,0,4,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0
2737,0,1,3,0,0,4,0,2,1,0,3,0,3,0,0,0,0,2,0,5,0,0,0,0,0,0,5,0,0,3,0,4,5,3,3,5,0,1,4,0,0,5,1,0,0,1,0,0,4,0,0,4,0,0,1,0,0,3,0,2,0,5,4,0,2,3,0,5,0,0,0,1,0,3,4,0,4,0,0,0,2,1,0,0,5,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,5,0,5,0,2,4,0,0,0,2,0,0,1,0,1,0,0,2,1,5,5,0,5,3,2,0,4,1,4,4,0,0,0,0,5,0,5,0,0,0,0,1,0,2
2738,0,0,3,0,5,2,2,0,1,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,0,0,5,5,1,0,0,0,1,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,0,3,0,2,3,2,3,0,0,4,5,0,0,4,4,0,3,0,1,0,0,0,0,1,3,0,0,4,0,1,0,0,0,5,0,3,3,5,0,0,0,5,3,0,0,3,0,0,0,0,0,3,0,1,4,1,0,0,0,0,0,2,0,1,4,4,0,2,1,0,0,4,0,4,5,0,1,2,2,5,4,0,0,3,0,0,1,0,0
2739,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,3,4,0,0,0,2,5,2,0,0,0,1,5,4,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2740,3,0,5,2,0,0,3,0,4,5,0,4,2,4,4,0,0,4,2,1,3,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,2,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,0,3,0,2,0,0,0,2,0,0,2,0,0,0,0,5,0,0,2,5,0,0,3,5,5,0,0,5,2,5,0,2,0,2,2,4,2,0,0,0,4,4,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,3,3,0,0,0,4,0,0,3,1,3,0,0,0,0,0,0,1,0,0,5,5,0,0,0,2,0,0,5,0,3,2,0
2741,0,0,0,5,1,2,2,4,0,1,1,3,0,0,0,2,0,2,0,5,4,0,0,0,5,0,4,0,4,5,0,0,3,0,2,1,0,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,3,1,3,0,1,0,0,1,4,3,1,5,3,0,5,4,0,5,0,5,4,1,0,3,4,0,5,5,4,2,1,0,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,2,2,3,0,4,0,0,1,1,2,1,0,0,0,0,2,0,0,0,3,0,4,0,4,0,0,4,2,0,4,0,0,5,1,3,0,2,0,5,3,0,2
2742,0,0,0,2,0,0,0,0,2,0,5,0,0,0,4,0,5,0,4,4,3,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,5,5,0,0,3,2,3,0,0,4,3,0,0,5,0,0,2,3,3,0,2,0,5,1,0,0,0,0,5,4,0,5,0,0,4,0,1,0,3,1,0,1,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,4,0,2,0,3,0,2,3,0,3,1,0,1,0,1,0,0,2,0,0,0,5,2,0,0,3,4,0,1,0,1,0,3,0,4,0,1,0,5,5,0,0,3,0,0,0,0,0,4,0,5,0
2743,5,0,0,0,0,5,2,0,4,0,0,3,0,3,1,4,4,0,0,2,3,3,0,0,5,0,0,2,5,0,0,4,0,0,1,1,4,1,0,0,1,4,2,5,0,2,0,3,0,0,3,0,0,0,3,2,0,0,2,5,0,0,0,5,1,0,0,0,5,0,3,0,0,0,2,0,4,0,2,5,1,3,0,5,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,1,2,0,0,0,4,4,2,1,0,0,3,0,0,0,0,0,0,4,0,0,3,0,2,0,1,3,2,0,4,2,2,3,4,0,3,2,0,0,4,0,3,0,4,0,0,0,1,2,4,2
2744,0,0,4,1,0,0,0,0,0,0,0,2,0,2,0,3,3,5,0,0,0,3,2,0,0,0,5,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,0,3,0,4,0,0,4,0,2,2,0,0,4,0,3,0,0,1,0,0,0,0,0,4,5,0,0,5,0,0,2,0,4,1,0,1,2,0,4,4,0,5,0,4,1,1,1,0,0,1,0,2,0,4,0,4,0,0,0,0,5,0,2,5,0,0,3,5,4,1,0,3,4,0,0,0,5,0,0,2,0,0,5,2,5,0,0,2,4,0,1,4,0,0,0,0,0
2745,4,3,0,3,0,0,5,0,3,0,0,0,2,0,5,0,0,0,5,0,0,0,5,0,0,3,0,5,0,0,1,0,0,0,0,0,5,1,1,0,2,1,2,4,2,5,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,5,1,1,0,3,0,0,0,0,4,1,0,2,4,0,1,0,0,5,3,0,3,0,0,2,0,4,0,1,0,0,0,0,3,1,4,3,0,3,0,0,0,2,0,0,5,2,4,1,2,0,3,4,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,5,0,3,2,0,1,4,0,0,3,4,2,0,0,5,0,5,0,5,3
2746,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,2,4,4,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
2747,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,5,3,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,5,0,4,0,0,0,3,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,4,0,5,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0
